rule golly B2cen3cejkr4cikrz5ay6-ae/S2ei3ejn4eknrwy5-ejkr6ack7e8 30.
rule golly B2-ak3eknr4eijnry5ceikq6-cn7e8/S012ekn3inry4-acej5jn6-ak78 31.
rule golly B2ce3aijy4acknwy5aciky6-ae/S02cek3cinqr4-certy5jknr6acn 32.
rule golly B2ci3aeinr4-acijq5cen6-an/S2-in3-ijkr4-ijnrt5kqr6-ei7c 33.
rule golly B2en3-ar4anty5aijkn6a/S1c2cen3acery4cjnrtwy5-ijqy6ack7e8 34.
rule golly B2-ae3-k4ackqw5-ikqr6-ai7e/S02ik3-knq4iqrtyz5cnqy6ci8 35.
rule golly B2en3aciqy4-aeit5ejnr6ein7e/S02-a3-aikn4-anrw5cekn6ci7e 36.
rule golly B2-an3-ajq4ikny5ciqry6-k7/S01c2ein3aijkq4ejkrz5-ace6-in8 37.
rule golly B3-ckn4ceryz5cijry6an7/S012n3-ejkq4aeiqwy5eijq6-ce7e 38.
rule golly B2-an3iknry4ceijrwz5cejqy6-ce7c/S01c2-ik3-cjr4knw5cj6an7e 39.
rule golly B2in3-ekq4knrtwyz5-ijqy6-e7e8/S01e2-ik3anr4-cekny5aekry6-e7c8 40.
rule golly B2ce3acjry4ijtw5ejkny67c8/S1e2-ei3-jkry4ejknrty5-aejr6-ck 41.
rule golly B2cek3cky4cektwz5qr6ckn7/S01c2aen3-eir4-aiqz5-acy6e 42.
rule golly B2e3-ckn4ijnqz5aciry6ei8/S1c2aci3-jnqy4-acntz5-enqy6-ae7c8 43.
rule golly B2-ai3ainqy4cknr5aciky6aci78/S1c2cik3anqy4eijkqrz5-ceqy6-kn7e 44.
rule golly B2cek3-eiqy4ckrwz5-kqr6cei7e8/S01c2aci3ir4cz5-aeiq6ein7e8 45.
rule golly B2ci3ackr4aceqrw5cjqy6kn8/S12-ek3ejky4acknw5enqy6eik7c8 46.
rule golly B2ei3iqy4iknqrwz5ain6ekn7c8/S01c2cin3aciy4-jnqz5-eiy6akn7c8 47.
rule golly B2ckn3-ijr4cinqtw5ijknr6aei7/S1e2en3-eknq4ajkqtyz5-cqry6an7 48.
rule golly B2ce3-en4cjknrwy5-ekny6aci7c8/S02-an3kq4ackq5-cnqy678 49.
rule golly B2ik3-nqr4-jntyz5-ekqr6ac7e8/S012ein3ck4aceknyz5aciny6ei7 50.
rule golly B2cek3cky4ikntz5-jqr6ace/S2-n3ejkn4-aqrtz5aejkq6cik7e 51.
rule golly B2-an3ejkqy4act5-iqy6-ce7c8/S01e2-en3cknry4ekntw5ijknr6ck7e 52.
rule golly B2-a3acejr4-anwz5-anry6-an7c8/S12aei3-jn4aijntwz5-eiqr6aen78 53.
rule golly B2eik3-ackn4acir5aij6-ci78/S2ain3-ei4-eikz5cijr8 54.
rule golly B2-ai3ejkry4cijntwy5acekr6cek7c/S12ce3q4-cnw5-aekn6ce7e8 55.
rule golly B2ik3-cej4-nrwy5ajn6in7c/S01e2ak3cei4aijkty5-ejnr6cin8 56.
rule golly B2eik3-knry4-cjnz5ej67e8/S1c2an3anqr4eikrwyz5cjkq6ain7e 57.
rule golly B2ei3-ejky4-cknry5ceijq6-in7/S2-e3ain4aijknqz5-cij6-ci7e8 58.
rule golly B2-ak3acij4ekqrtw5-cqry6-k/S012-ck3-knr4acijqry5-ejr6-cn 59.
rule golly B2ci3-cjkq4-aikqt5aeny6ae78/S2ac3cjkqr4ikqw5ijkqy6-ak7c8 60.
rule golly B2-ak3ceir4aejky5-ekq6-a78/S01e2cin3-ijqr4aciry5-cky6ack78 61.
rule golly B2ekn3-aknr4anz5ceij6i7e8/S02ei3-ce4-nqty5aejn6ae8 62.
rule golly B2cn3-k4ajnqrwz5ciq6a7c/S012k3-cnr4-aiqr5aeir6ci8 63.
rule golly B2ei3ijknr4aejnqrw5einr6ae7e/S012ekn3ekqy4cijnw5jnq6-e7c 64.
rule golly B2ekn3-ceqr4ceinrtw5-ceir6-ei78/S02-in3ainq4aez5-cqry6-kn78 65.
rule golly B2cen3-ajnr4-jqwyz5aij6-cn8/S01c2ae3-aeqr4ejknrz5n6ei7 66.
rule golly B2ekn3ijnry4aijnwyz5cq6ac7c8/S012eik3-ckqr4aejknt5aceqr6-cn 67.
rule golly B2cek3cein4ikw5-cik6kn7c/S12eik3-ae4-acenw5acjkn6aek7 68.
rule golly B2ce3ajnry4-acekr5-k6ac7e/S02aen3ciy4ajknrtz5enry6-ek8 69.
rule golly B2cen3aciqr4aekty5-cn6acn7e8/S01e2cei3cnq4ceknq5-aeqr6cek78 70.
rule golly B2-ak3ae4-ceyz5-ciq6-ci/S01e2ac3-cej4-cejnr5-anqy6akn7e8 71.
rule golly B2-ak3acqr4eijz5-aiky6-ac78/S012eik3-acnq4rtwy5ijnq6-ei7 72.
rule golly B2cei3ijry4ainy5iqy6-ek7e/S01c2ik3-jny4-cijnq5-eikq6ak7c8 73.
rule golly B2i3-qr4-inqy5ikqry6ae78/S12in3-acry4cjktwyz5aejk6ck8 74.
rule golly B2-ai3ajnry4aint5ainqy6-a7e8/S1c2aci3aijkr4ceintw5inqy6-ac7 75.
rule golly B2-an3aeikq4acey5-jry6-ck7c/S2ekn3aein4airtw5ejny6ain7c 76.
rule golly B2k3-ckry4eijknty5-eknq6in78/S012ace3cnqy4ijnry5cnqry6-ce7c 77.
rule golly B2in3aiq4cijtz5ceij6ack7c8/S01e2ik3aijy4jkw5-acq6ck7e8 78.
rule golly B2kn3aijn4acjqtw5einqy6ik7c8/S2ack3-ij4cknrtw5cijr6e7c 79.
rule golly B2c3-cer4jnwz5aekn6-ce7e/S2c3-ckqr4-ejrwz5eijnq6cn8 80.
rule golly B2ck3aiknr4aiknqtw5eijqr6ac7e/S2cin3aknqy4cijtwyz5acej6-ik7c8 81.
rule golly B2ce3-cjnq4-cijqz5-aejn6i7c8/S01e2cn3aeiry4acjnqwz5aijny6cek7c 82.
rule golly B2cen3-acq4ntwz5acejq6-ik7/S01c2kn3-qry4-aijtw5-eijq6ai7c8 83.
rule golly B2-an3-knq4aciknt5eijry6aci8/S12ck3-ckqy4eknqrw5einq6aik7e8 84.
rule golly B2e3-nq4-aekt5aenry6-i8/S1e2ck3acekq4aijkqwy5-aqr6ac8 85.
rule golly B2cei3-knqy4cjkyz5-j6k7c/S2ack3jknqr4ajnrt5jknry6-an7c8 86.
rule golly B2cei3aeky4-enty5acijr6-k7e8/S012ikn3anqr4-ajkz5cjkn6-ac78 87.
rule golly B2cek3eky4-ikr5acjky6-in8/S2-ae3iny4acenwyz5-eiqy6-ae7c8 88.
rule golly B2ei3-ckr4jknrtwy5ceikr7e/S1e2e3-cin4-aejqw5-aqr6acn 89.
rule golly B3aijkq4-cnrt5nqr6-k78/S023acenq4ijqtwz5-ein6ace7c8 90.
rule golly B2-ac3-cknq4eijky5cenry68/S01c2cei3jknq4jkqrtz5ckq6in 91.
rule golly B2ci3-jqry4aijkrwz5aceik6ekn8/S02-ck3-cijk4-cjnr5-ijky6ei7c8 92.
rule golly B3-ekr4aeqrtwz5-eikq6-i7c/S01e2a3-ack4aijtz5aijqy6-ac 93.
rule golly B2c3-jnqy4ckqwyz5cenq6cei7/S1e2-ik3aejkq4-kyz5-ejnr6-kn 94.
rule golly B2-ae3-jn4cjkqrtz5-ae6-cn8/S01e2ein3aejny4inrwy5ijqry6-i8 95.
rule golly B2c3aekry4-ejqty5acij6-ce7c/S012cen3anqr4ceiqrt5-akq6ac7 96.
rule golly B2k3-cenr4cikrtw5ajny6ae8/S1c2i3-cjk4aeijnz5-ary6-ei7c 97.
rule golly B2-ak3acnqy4ajw5-ky6aei7e/S12-c3ejkny4-n5cijq6-cn 98.
rule golly B2-ak3-ajny4-aekrt5ackr6ack7c/S3-ae4-ejnrw5cjq6aek78 99.
rule golly B2ein3-cnqr4inrwyz5eiy6ain/S01c2e3-aejr4-ijnw5acek6cei8 100.
