rule lifelib b2-ak3acqr4eijz5-aiky6-ac78s012eik3-acnq4rtwy5ijnq6-ei7 72.
rule lifelib b2cei3ijry4ainy5iqy6-ek7es01c2ik3-jny4-cijnq5-eikq6ak7c8 73.
rule lifelib b2i3-qr4-inqy5ikqry6ae78s12in3-acry4cjktwyz5aejk6ck8 74.
rule lifelib b2-ai3ajnry4aint5ainqy6-a7e8s1c2aci3aijkr4ceintw5inqy6-ac7 75.
rule lifelib b2-an3aeikq4acey5-jry6-ck7cs2ekn3aein4airtw5ejny6ain7c 76.
rule lifelib b2k3-ckry4eijknty5-eknq6in78s012ace3cnqy4ijnry5cnqry6-ce7c 77.
rule lifelib b2in3aiq4cijtz5ceij6ack7c8s01e2ik3aijy4jkw5-acq6ck7e8 78.
rule lifelib b2kn3aijn4acjqtw5einqy6ik7c8s2ack3-ij4cknrtw5cijr6e7c 79.
rule lifelib b2c3-cer4jnwz5aekn6-ce7es2c3-ckqr4-ejrwz5eijnq6cn8 80.
rule lifelib b2ck3aiknr4aiknqtw5eijqr6ac7es2cin3aknqy4cijtwyz5acej6-ik7c8 81.
rule lifelib b2ce3-cjnq4-cijqz5-aejn6i7c8s01e2cn3aeiry4acjnqwz5aijny6cek7c 82.
rule lifelib b2cen3-acq4ntwz5acejq6-ik7s01c2kn3-qry4-aijtw5-eijq6ai7c8 83.
rule lifelib b2-an3-knq4aciknt5eijry6aci8s12ck3-ckqy4eknqrw5einq6aik7e8 84.
rule lifelib b2e3-nq4-aekt5aenry6-i8s1e2ck3acekq4aijkqwy5-aqr6ac8 85.
rule lifelib b2cei3-knqy4cjkyz5-j6k7cs2ack3jknqr4ajnrt5jknry6-an7c8 86.
rule lifelib b2cei3aeky4-enty5acijr6-k7e8s012ikn3anqr4-ajkz5cjkn6-ac78 87.
rule lifelib b2cek3eky4-ikr5acjky6-in8s2-ae3iny4acenwyz5-eiqy6-ae7c8 88.
rule lifelib b2ei3-ckr4jknrtwy5ceikr7es1e2e3-cin4-aejqw5-aqr6acn 89.
rule lifelib b3aijkq4-cnrt5nqr6-k78s023acenq4ijqtwz5-ein6ace7c8 90.
rule lifelib b2-ac3-cknq4eijky5cenry68s01c2cei3jknq4jkqrtz5ckq6in 91.
rule lifelib b2ci3-jqry4aijkrwz5aceik6ekn8s02-ck3-cijk4-cjnr5-ijky6ei7c8 92.
rule lifelib b3-ekr4aeqrtwz5-eikq6-i7cs01e2a3-ack4aijtz5aijqy6-ac 93.
rule lifelib b2c3-jnqy4ckqwyz5cenq6cei7s1e2-ik3aejkq4-kyz5-ejnr6-kn 94.
rule lifelib b2-ae3-jn4cjkqrtz5-ae6-cn8s01e2ein3aejny4inrwy5ijqry6-i8 95.
rule lifelib b2c3aekry4-ejqty5acij6-ce7cs012cen3anqr4ceiqrt5-akq6ac7 96.
rule lifelib b2k3-cenr4cikrtw5ajny6ae8s1c2i3-cjk4aeijnz5-ary6-ei7c 97.
rule lifelib b2-ak3acnqy4ajw5-ky6aei7es12-c3ejkny4-n5cijq6-cn 98.
rule lifelib b2-ak3-ajny4-aekrt5ackr6ack7cs3-ae4-ejnrw5cjq6aek78 99.
rule lifelib b2ein3-cnqr4inrwyz5eiy6ains01c2e3-aejr4-ijnw5acek6cei8 100.
