soup time 9444 pop 413 ratio 1.0 space 37654 30 35440 18847 rule lifelib r2b06a010s07a030 sumpop 4373940 i 44  Pw2ratio 0.0109683 htratio 1.99566
soup time 14172 pop 412 ratio 1.0 space 37654 30 35858 18843 rule lifelib r2b000010s0044b0 sumpop 34589604 i 33  Pw2ratio 0.0109417 htratio 1.32959
soup time 18816 pop 410 ratio 1.0 space 37654 30 37199 12578 rule lifelib r2b020010s060030 sumpop 8160036 i 7  Pw2ratio 0.0108886 htratio 0.668474
soup time 19152 pop 406 ratio 1.0 space 76543 30 70922 38291 rule lifelib r2b000210s01a630 sumpop 26625480 i 22  Pw2ratio 0.00530421 htratio 1.99932
soup time 9420 pop 399 ratio 1.0 space 37654 30 33789 18832 rule lifelib r2b042010s042430 sumpop 4565364 i 22  Pw2ratio 0.0105965 htratio 1.99915
soup time 14100 pop 389 ratio 1.0 space 37654 30 36514 18842 rule lifelib r2b001810s01d830 sumpop 6551568 i 17  Pw2ratio 0.0103309 htratio 1.33631
soup time 14100 pop 382 ratio 1.0 space 37654 30 36699 18842 rule lifelib r2b024010s034030 sumpop 5840376 i 8  Pw2ratio 0.010145 htratio 1.33631
soup time 9408 pop 362 ratio 1.0 space 37654 30 36766 18837 rule lifelib r2b001c10s001c30 sumpop 6328212 i 32  Pw2ratio 0.00961385 htratio 2.00223
soup time 14136 pop 357 ratio 1.0 space 37654 30 36826 18836 rule lifelib r2b00e010s02e030 sumpop 5592060 i 16  Pw2ratio 0.00948106 htratio 1.33248
soup time 14112 pop 342 ratio 1.0 space 37654 30 35769 18832 rule lifelib r2b004810s01ca30 sumpop 6993012 i 31  Pw2ratio 0.0090827 htratio 1.33447
soup time 18816 pop 335 ratio 1.0 space 37654 30 35805 14097 rule lifelib r2b010340s050740 sumpop 9873048 i 40  Pw2ratio 0.0088968 htratio 0.749203
soup time 9552 pop 332 ratio 1.0 space 37654 30 35937 18850 rule lifelib r2b048810s04b8b0 sumpop 44213076 i 15  Pw2ratio 0.00881712 htratio 1.97341
soup time 14148 pop 324 ratio 1.0 space 37654 30 33934 18832 rule lifelib r2b012c10s076c30 sumpop 7432500 i 19  Pw2ratio 0.00860466 htratio 1.33107
soup time 14124 pop 323 ratio 1.0 space 37654 30 36255 18836 rule lifelib r2b018010s01c030 sumpop 5091348 i 28  Pw2ratio 0.00857811 htratio 1.33362
soup time 18816 pop 312 ratio 1.0 space 37654 30 36833 12567 rule lifelib r2b00c410s00c430 sumpop 8109816 i 26  Pw2ratio 0.00828597 htratio 0.667889
soup time 828 pop 311 ratio 1.0 space 1600 30 1543 806 rule lifelib r2b0100a0s0140b0 sumpop 361236 i 22  Pw2ratio 0.194375 htratio 0.97343
soup time 18816 pop 296 ratio 1.0 space 37654 30 36661 12528 rule lifelib r2b000210s040a30 sumpop 15023664 i 12  Pw2ratio 0.00786105 htratio 0.665816
soup time 2976 pop 286 ratio 1.0 space 6000 30 5614 2962 rule lifelib r2b021420s021470 sumpop 1483488 i 3  Pw2ratio 0.0476667 htratio 0.995296
soup time 2976 pop 284 ratio 1.0 space 6000 30 6703 2984 rule lifelib r2b0002c0s0003c0 sumpop 1089048 i 3  Pw2ratio 0.0473333 htratio 1.00269
soup time 18816 pop 275 ratio 1.0 space 37654 30 34599 12579 rule lifelib r2b021410s079430 sumpop 7541448 i 47  Pw2ratio 0.00730334 htratio 0.668527
soup time 18816 pop 274 ratio 1.0 space 37654 30 34704 14083 rule lifelib r2b020340s060340 sumpop 5490888 i 20  Pw2ratio 0.00727678 htratio 0.748459
soup time 9420 pop 264 ratio 1.0 space 37654 30 37476 18836 rule lifelib r2b002410s00a430 sumpop 4678752 i 37  Pw2ratio 0.00701121 htratio 1.99958
soup time 18816 pop 248 ratio 1.0 space 37654 30 33772 14015 rule lifelib r2b000b40s002b40 sumpop 79088880 i 43  Pw2ratio 0.00658629 htratio 0.744845
soup time 18816 pop 228 ratio 1.0 space 37654 30 35029 12568 rule lifelib r2b002410s002c30 sumpop 6687168 i 24  Pw2ratio 0.00605513 htratio 0.667942
soup time 18816 pop 228 ratio 0.9 space 37654 30 36060 14113 rule lifelib r2b010340s010340 sumpop 5070312 i 3  Pw2ratio 0.00605513 htratio 0.750053
soup time 18816 pop 219 ratio 1.0 space 37654 30 32907 12550 rule lifelib r2b009010s009330 sumpop 12217272 i 15  Pw2ratio 0.00581612 htratio 0.666986
soup time 14136 pop 201 ratio 1.0 space 37654 30 35000 18837 rule lifelib r2b046210s057230 sumpop 11883396 i 29  Pw2ratio 0.00533808 htratio 1.33256
soup time 468 pop 191 ratio 0.2 space 1600 30 1382 815 rule lifelib r2b000420s03e670 sumpop 1629420 i 37  Pw2ratio 0.119375 htratio 1.74145
soup time 14124 pop 189 ratio 1.0 space 37654 30 35406 18832 rule lifelib r2b006210s007230 sumpop 11655348 i 29  Pw2ratio 0.00501939 htratio 1.33333
soup time 1596 pop 184 ratio 1.0 space 1600 30 1446 806 rule lifelib r2b000740s000750 sumpop 1344588 i 13  Pw2ratio 0.115 htratio 0.505013
soup time 9408 pop 182 ratio 1.0 space 37654 30 41169 18831 rule lifelib r2b002c10s006d30 sumpop 13879656 i 27  Pw2ratio 0.00483348 htratio 2.00159
soup time 780 pop 182 ratio 1.0 space 1600 30 1349 810 rule lifelib r2b000060s00ee10 sumpop 308160 i 3  Pw2ratio 0.11375 htratio 1.03846
soup time 18816 pop 176 ratio 1.0 space 37654 30 27076 14063 rule lifelib r2b00a640s00a740 sumpop 21042072 i 41  Pw2ratio 0.00467414 htratio 0.747396
soup time 18816 pop 130 ratio 1.0 space 37654 30 16072 9432 rule lifelib r2b020a40s020b40 sumpop 2791344 i 23  Pw2ratio 0.00345249 htratio 0.501276
soup time 18816 pop 82 ratio 1.0 space 37654 30 24775 14133 rule lifelib r2b000240s000340 sumpop 1548816 i 5  Pw2ratio 0.00217772 htratio 0.751116
soup time 18816 pop 80 ratio 1.0 space 37654 30 33956 9367 rule lifelib r2b046340s04e340 sumpop 17782992 i 30  Pw2ratio 0.00212461 htratio 0.497821
soup time 9360 pop 72 ratio 1.0 space 18765 30 16795 4691 rule lifelib r2b000a40s010b40 sumpop 678240 i 2  Pw2ratio 0.00383693 htratio 0.501175
soup time 18816 pop 70 ratio 1.0 space 37654 30 33369 14080 rule lifelib r2b019a40s019b40 sumpop 28328592 i 21  Pw2ratio 0.00185903 htratio 0.748299
soup time 18816 pop 60 ratio 1.0 space 37654 30 10347 4718 rule lifelib r2b022240s02e340 sumpop 1177704 i 6  Pw2ratio 0.00159346 htratio 0.250744
soup time 780 pop 55 ratio 1.0 space 1600 30 1083 802 rule lifelib r2b071020s071070 sumpop 65556 i 4  Pw2ratio 0.034375 htratio 1.02821
soup time 18816 pop 54 ratio 1.0 space 37654 30 12215 9426 rule lifelib r2b014240s054b40 sumpop 1293228 i 41  Pw2ratio 0.00143411 htratio 0.500957
soup time 1596 pop 54 ratio 1.0 space 1600 30 630 334 rule lifelib r2b002080s029f50 sumpop 109596 i 17  Pw2ratio 0.03375 htratio 0.209273
soup time 1596 pop 51 ratio 1.0 space 1600 30 1261 528 rule lifelib g3r2b00e420s029f50 sumpop 251304 i 5  Pw2ratio 0.031875 htratio 0.330827
soup time 2976 pop 46 ratio 1.0 space 6000 30 3058 1484 rule lifelib r2b018640s018740 sumpop 225456 i 28  Pw2ratio 0.00766667 htratio 0.498656
soup time 2976 pop 34 ratio 1.0 space 6000 30 5018 1968 rule lifelib r2b001210s001230 sumpop 1342176 i 32  Pw2ratio 0.00566667 htratio 0.66129
soup time 612 pop 32 ratio 1.0 space 1600 30 760 813 rule lifelib r2b008810s008a30 sumpop 101880 i 43  Pw2ratio 0.02 htratio 1.32843
soup time 624 pop 14 ratio 0.9 space 1600 30 257 812 rule lifelib r2b012810s01a830 sumpop 48372 i 3  Pw2ratio 0.00875 htratio 1.30128
soup time 1224 pop 8 ratio 0.9 space 1600 30 -872 808 rule lifelib r2b044010s054030 sumpop 29772 i 35  Pw2ratio 0.005 htratio 0.660131
